,Incident ID,Year,Street Name,Cross Street,Distance,Junction Relation,Total Injuries,Total Fatalities,Injury Severity,Collision Manner,Light Condition,Weather,Surface Condition,Age Driver 1,Gender Driver 1,Travel Direction One,Unit Action One,Violation1_Drv1,Alcohol Use Driver 1,Drug Use Driver 1,Age Driver 2,Gender Driver 2,Travel Direction Two,Unit Action Two,Violation 1 Driver 2,Alcohol Use Driver 2,Drug Use Driver 2,Latitude,Longitude,Date,Time
40333,3750471,2021,Los Feliz Dr,Citation Ln,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,42.0,Female,East,Going Straight Ahead,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,56.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.3445628,-111.9051264,2021-03-11,22:23:00
40334,3746633,2021,Broadway Rd,48th St,0.0,Intersection 4 Way 202,2.0,0.0,Possible Injury,Left Turn,Daylight,Clear,Dry,22.0,Male,East,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,43.0,Female,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40732886,-111.9782876,2021-03-11,23:34:00
40340,3746634,2021,Warner Rd,Hardy Dr,-128.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Cloudy,Wet,51.0,Female,East,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,57.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.33456603,-111.9547568,2021-03-12,15:55:00
40343,3750515,2021,Baseline Rd,Kyrene Rd,-108.0,Intersection Related 206,1.0,0.0,Possible Injury,Rear End,Daylight,Cloudy,Dry,23.0,Male,East,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,24.0,Male,East,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37819943,-111.9463423,2021-03-13,00:19:00
40346,3750339,2021,Rural Rd,Guadalupe Rd,-5.0,Intersection 4 Way 202,0.0,0.0,No Injury,Sideswipe Same Direction,Dark Lighted,Clear,Dry,37.0,Male,South,Unknown,Unknown,No Apparent Influence,No Apparent Influence,31.0,Female,South,Properly Parked,No Improper Action,No Apparent Influence,No Apparent Influence,33.36373894,-111.9286048,2021-03-13,16:29:00
40348,3750426,2021,Scottsdale Rd,Curry Rd,0.0,Not Junction Related,1.0,0.0,Suspected Minor Injury,Other,Daylight,Cloudy,Dry,27.0,Male,South,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,39.0,Female,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.44029348,-111.9263369,2021-03-13,22:32:00
40349,3750526,2021,Baseline Rd,Darrow Dr,0.0,Intersection T Inter 203,0.0,0.0,No Injury,Left Turn,Daylight,Cloudy,Dry,20.0,Female,East,Making Left Turn,Made Improper Turn,No Apparent Influence,No Apparent Influence,24.0,Female,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37824425,-111.9611298,2021-03-13,22:48:00
40352,3777154,2021,Mill Ave,6th St,0.0,Not Junction Related,0.0,0.0,No Injury,Sideswipe Same Direction,Dark Lighted,Clear,Dry,24.0,Male,North,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,Drugs,41.0,Male,North,Properly Parked,No Improper Action,No Apparent Influence,No Apparent Influence,33.42434667,-111.940015,2021-03-14,09:38:00
40360,3750505,2021,Southern Ave,Kyrene Rd,54.0,Intersection Related 206,1.0,0.0,Possible Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,59.0,Male,North,Making Right Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,58.0,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.39283691,-111.9435079,2021-03-15,21:18:00
40362,3750439,2021,Rio Salado Pkwy,Perry Ln,0.0,Driveway Or Alley,1.0,0.0,Possible Injury,Left Turn,Dark Lighted,Clear,Dry,18.0,Male,East,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,27.0,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42923899,-111.904765,2021-03-16,02:10:00
40363,3752651,2021,Rural Rd,McNair Dr,-10.0,Not Junction Related,0.0,0.0,No Injury,Rear End,Dark Lighted,Clear,Dry,22.0,Female,North,Going Straight Ahead,Unknown,No Apparent Influence,No Apparent Influence,16.0,Female,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.35140418,-111.9285054,2021-03-16,04:09:00
40364,3750342,2021,Rural Rd,Lemon St,15.0,Intersection Related 206,1.0,0.0,Possible Injury,Sideswipe Same Direction,Dark Lighted,Clear,Dry,21.0,Male,South,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,17.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.41687618,-111.9262972,2021-03-16,06:16:00
40365,3750435,2021,Priest Dr,Warner Rd,0.0,Intersection 4 Way 202,2.0,0.0,Suspected Minor Injury,Left Turn,Daylight,Clear,Dry,73.0,Female,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,46.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.33452529,-111.9631174,2021-03-16,21:08:00
40366,3750434,2021,University Dr,Evergreen Rd,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Left Turn,Dark Lighted,Clear,Dry,26.0,Female,East,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,24.0,Female,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42210668,-111.8830158,2021-03-17,02:00:00
40367,3750437,2021,Mill Ave,Balboa Dr,-40.0,Driveway Or Alley,1.0,0.0,Suspected Minor Injury,Rear End,Dark Lighted,Clear,Dry,24.0,Female,South,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,24.0,Male,South,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.39922516,-111.9396888,2021-03-17,03:25:00
40371,3750521,2021,University Dr,Smith Rd,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Left Turn,Daylight,Clear,Dry,23.0,Female,West,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,20.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42210728,-111.9004976,2021-03-17,21:48:00
40374,3773538,2021,Southern Ave,College Ave,70.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Dark Lighted,Unknown,Dry,37.0,Female,South,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,32.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.39290938,-111.9346891,2021-03-18,02:04:00
40375,3750428,2021,Southern Ave,Kyrene Rd,0.0,Intersection T Inter 203,1.0,0.0,Suspected Minor Injury,Left Turn,Daylight,Clear,Dry,42.0,Female,West,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,26.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.39283734,-111.9436848,2021-03-18,22:55:00
40376,3750514,2021,Southern Ave,Kyrene Rd,-71.0,Intersection Related 206,0.0,0.0,No Injury,Other,Daylight,Clear,Dry,61.0,Male,West,Going Straight Ahead,Other,No Apparent Influence,No Apparent Influence,42.0,Male,Northwest,Backing,No Improper Action,No Apparent Influence,No Apparent Influence,33.39283779,-111.9439174,2021-03-18,23:10:00
40377,3750495,2021,University Dr,Hardy Dr,0.0,Intersection 4 Way 202,1.0,0.0,Possible Injury,Left Turn,Daylight,Clear,Dry,23.0,Female,South,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,24.0,Female,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42191004,-111.9522234,2021-03-18,23:43:00
40378,3755468,2021,Elliot Rd,River Pkwy,0.0,Intersection 4 Way 202,1.0,0.0,Possible Injury,Left Turn,Daylight,Clear,Dry,54.0,Male,Southwest,Making Left Turn,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,19.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.34927691,-111.897908,2021-03-19,14:23:00
40379,3755459,2021,University Dr,Casitas Dr,-199.0,Driveway Or Alley,2.0,0.0,Possible Injury,Left Turn,Daylight,Clear,Dry,19.0,Female,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,34.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42199765,-111.9079472,2021-03-19,18:43:00
40380,3759676,2021,University Dr,Roosevelt St,0.0,Intersection T Inter 203,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,60.0,Male,West,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,68.0,Female,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42190087,-111.9472942,2021-03-19,18:54:00
40381,3750540,2021,Scottsdale Rd,McKellips Rd,-174.0,Intersection Related 206,0.0,0.0,No Injury,Left Turn,Daylight,Clear,Dry,28.0,Female,North,Making Left Turn,Other,No Apparent Influence,No Apparent Influence,27.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.4507628,-111.9264693,2021-03-19,19:28:00
40383,3750523,2021,Southern Ave,College Ave,0.0,Intersection 4 Way 202,2.0,0.0,Possible Injury,Left Turn,Daylight,Clear,Dry,31.0,Male,West,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,70.0,Female,Southeast,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.39290712,-111.9349183,2021-03-19,19:45:00
40384,3752658,2021,Warner Rd,McClintock Dr,-43.0,Driveway Or Alley,2.0,0.0,Possible Injury,Left Turn,Daylight,Clear,Dry,20.0,Female,Northwest,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,40.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.33463619,-111.9113175,2021-03-19,23:18:00
40385,3750537,2021,Southern Ave,Roosevelt St,-130.0,Intersection Related 206,1.0,0.0,Possible Injury,Rear End,Daylight,Clear,Dry,23.0,Female,East,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,34.0,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.39284702,-111.9482541,2021-03-19,23:57:00
40387,3750491,2021,Baseline Rd,Lakeshore Dr,0.0,Intersection 4 Way 202,2.0,0.0,Possible Injury,Angle - Other Than Left Turn 2,Daylight,Unknown,Dry,19.0,Male,West,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,49.0,Male,Unknown,Going Straight Ahead,Unknown,No Apparent Influence,No Apparent Influence,33.37832308,-111.9205025,2021-03-20,01:17:00
40390,3752657,2021,McClintock Dr,Randall Dr,120.0,Driveway Or Alley,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,26.0,Male,East,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,29.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.41852456,-111.9091029,2021-03-20,17:30:00
40391,3768970,2021,Rio Salado Pkwy,Smith Rd,0.0,Intersection 4 Way 202,1.0,0.0,Suspected Minor Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,35.0,Female,East,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,32.0,Female,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42928299,-111.9004564,2021-03-20,19:20:00
40392,3750341,2021,Priest Dr,Broadway Rd,0.0,Intersection 4 Way 202,2.0,0.0,Suspected Minor Injury,Angle - Other Than Left Turn 2,Dark Lighted,Clear,Dry,79.0,Female,West,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,20.0,Female,South,Making Left Turn,Unknown,No Apparent Influence,No Apparent Influence,33.40742082,-111.9607804,2021-03-21,06:25:00
40395,3768443,2021,Lakeshore Dr,Baseline Rd,-197.0,Intersection Related 206,0.0,0.0,No Injury,U Turn,Daylight,Clear,Dry,42.0,Male,East,Making U Turn,Other,No Apparent Influence,No Apparent Influence,38.0,Female,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.3777877,-111.9204198,2021-03-21,20:37:00
40397,3750543,2021,Priest Dr,Ruby Dr,25.0,Intersection Related 206,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,33.0,Male,South,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,18.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.34023821,-111.9631418,2021-03-21,22:58:00
40406,3752656,2021,Rural Rd,University Dr,-150.0,Intersection Related 206,1.0,0.0,Possible Injury,Rear End,Daylight,Clear,Dry,29.0,Male,North,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,36.0,Male,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42161696,-111.9263119,2021-03-22,21:40:00
40407,3750538,2021,Mill Ave,Fairmont Dr,150.0,Not Junction Related,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,32.0,Male,South,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,28.0,Male,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.39667769,-111.939656,2021-03-22,22:32:00
40410,3750475,2021,Packard Dr,Rio Salado Pkwy,0.0,Intersection 4 Way 202,2.0,0.0,Suspected Minor Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,20.0,Male,North,Making Left Turn,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,21.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42872637,-111.9292906,2021-03-22,23:42:00
40416,3752654,2021,University Dr,Ash Ave,-75.0,Intersection Related 206,1.0,0.0,Possible Injury,Rear End,Daylight,Cloudy,Dry,19.0,Male,East,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,21.0,Female,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42193161,-111.9426456,2021-03-23,19:23:00
40417,3752660,2021,48th St,La Salle St,0.0,Intersection T Inter 203,0.0,0.0,No Injury,Left Turn,Daylight,Cloudy,Dry,27.0,Male,Northeast,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,25.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.39798477,-111.9783229,2021-03-23,22:25:00
40418,3750535,2021,Baseline Rd,River Dr,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,31.0,Male,Northeast,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,31.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37845198,-111.8972136,2021-03-23,23:27:00
40419,3759206,2021,Rural Rd,University Dr,-40.0,Not Junction Related,0.0,0.0,No Injury,Left Turn,Dark Lighted,Clear,Dry,26.0,Male,South,Making Left Turn,Made Improper Turn,No Apparent Influence,No Apparent Influence,40.0,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42191926,-111.9263122,2021-03-24,09:45:00
40423,3755524,2021,Rural Rd,Elliot Rd,0.0,Intersection 201,0.0,0.0,No Injury,Left Turn,Daylight,Cloudy,Dry,38.0,Female,Southeast,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,43.0,Female,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.34919065,-111.9284771,2021-03-25,16:45:00
40424,3750490,2021,Southern Ave,College Ave,0.0,Intersection 4 Way 202,2.0,0.0,Possible Injury,Left Turn,Daylight,Clear,Dry,91.0,Female,West,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,32.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.39290712,-111.9349183,2021-03-25,20:30:00
40428,3747926,2021,Broadway Rd,48th St,-40.0,Not Junction Related,1.0,0.0,Possible Injury,Angle - Other Than Left Turn 2,Dark Lighted,Clear,Dry,53.0,Male,Northeast,Unknown,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,59.0,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.40732744,-111.9784186,2021-03-26,04:02:00
40430,3759209,2021,University Dr,Rural Rd,0.0,Intersection 201,2.0,0.0,Possible Injury,Left Turn,Daylight,Clear,Dry,43.0,Male,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,19.0,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42202914,-111.9263124,2021-03-26,15:42:00
40432,3752653,2021,College Ave,Weber Dr,0.0,Intersection T Inter 203,2.0,0.0,Possible Injury,Angle - Other Than Left Turn 2,Daylight,Cloudy,Dry,21.0,Male,West,Going Straight Ahead,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,28.0,Female,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.44240972,-111.9314836,2021-03-26,22:18:00
40435,3768319,2021,Baseline Rd,Pointe Pkwy,0.0,Intersection 4 Way 202,1.0,0.0,Possible Injury,Left Turn,Dawn,Clear,Dry,80.0,Male,West,Going Straight Ahead,Made Improper Turn,No Apparent Influence,No Apparent Influence,33.0,Male,South,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.37821687,-111.9719949,2021-03-27,13:40:00
40437,3768992,2021,Rural Rd,Terrace Rd,-50.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Unknown,Dry,22.0,Female,North,Going Straight Ahead,Unknown,No Apparent Influence,No Apparent Influence,23.0,Female,North,Stopped In Trafficway,Unknown,No Apparent Influence,No Apparent Influence,33.42013816,-111.9263003,2021-03-27,23:25:00
40438,3755521,2021,Baseline Rd,Pointe Pkwy,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Left Turn,Daylight,Clear,Dry,19.0,Male,West,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,31.0,Female,East,Going Straight Ahead,Unknown,No Apparent Influence,No Apparent Influence,33.37821687,-111.9719949,2021-03-28,01:30:00
40443,3759278,2021,Mill Ave,Ellis Dr,195.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Dark Lighted,Clear,Dry,22.0,Male,South,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,20.0,Male,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.3811713,-111.939415,2021-03-28,09:20:00
40449,3759277,2021,Apache Blvd,Lebanon Ln,0.0,Intersection T Inter 203,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Dusk,Clear,Dry,33.0,Male,West,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,41.0,Female,South,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.41480296,-111.8862664,2021-03-29,01:19:00
